ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2015,"2015",0,"Total",84324,13360,"Census Tract 102, King County, WA","14000US53033010200"
2015,"2015",0,"Total",57750,9373,"Census Tract 103, King County, WA","14000US53033010300"
2015,"2015",0,"Total",60682,12409,"Census Tract 104.01, King County, WA","14000US53033010401"
2015,"2015",0,"Total",79432,12890,"Census Tract 104.02, King County, WA","14000US53033010402"
2015,"2015",0,"Total",66794,7323.999999999999,"Census Tract 105, King County, WA","14000US53033010500"
2015,"2015",0,"Total",90208,14893,"Census Tract 106, King County, WA","14000US53033010600"
2015,"2015",0,"Total",55504,6379,"Census Tract 107.01, King County, WA","14000US53033010701"
2015,"2015",0,"Total",48036,13269,"Census Tract 107.02, King County, WA","14000US53033010702"
2015,"2015",0,"Total",74107,10937,"Census Tract 108, King County, WA","14000US53033010800"
2015,"2015",0,"Total",42159,15005,"Census Tract 109, King County, WA","14000US53033010900"
2015,"2015",0,"Total",29286,14328.999999999998,"Census Tract 110.01, King County, WA","14000US53033011001"
2015,"2015",0,"Total",47604,7719,"Census Tract 110.02, King County, WA","14000US53033011002"
2015,"2015",0,"Total",52412,5871,"Census Tract 111.01, King County, WA","14000US53033011101"
2015,"2015",0,"Total",61901,12038,"Census Tract 111.02, King County, WA","14000US53033011102"
2015,"2015",0,"Total",47363,9876,"Census Tract 113, King County, WA","14000US53033011300"
2015,"2015",0,"Total",54622,4009,"Census Tract 114.01, King County, WA","14000US53033011401"
2015,"2015",0,"Total",47701,4274,"Census Tract 114.02, King County, WA","14000US53033011402"
2015,"2015",0,"Total",75123,9327,"Census Tract 115, King County, WA","14000US53033011500"
2015,"2015",0,"Total",102500,8516,"Census Tract 116, King County, WA","14000US53033011600"
2015,"2015",0,"Total",60917,11983,"Census Tract 117, King County, WA","14000US53033011700"
2015,"2015",0,"Total",38846,12012,"Census Tract 118, King County, WA","14000US53033011800"
2015,"2015",0,"Total",71524,6113,"Census Tract 119, King County, WA","14000US53033011900"
2015,"2015",0,"Total",83421,13523,"Census Tract 120, King County, WA","14000US53033012000"
2015,"2015",0,"Total",110060,29871,"Census Tract 121, King County, WA","14000US53033012100"
2014,"2014",0,"Total",41591,7534,"Census Tract 1, King County, WA","14000US53033000100"
2014,"2014",0,"Total",55522,3666.9999999999995,"Census Tract 2, King County, WA","14000US53033000200"
2014,"2014",0,"Total",65673,23049,"Census Tract 3, King County, WA","14000US53033000300"
2014,"2014",0,"Total",32145,2211,"Census Tract 4.01, King County, WA","14000US53033000401"
2014,"2014",0,"Total",57031,10683,"Census Tract 4.02, King County, WA","14000US53033000402"
2014,"2014",0,"Total",123587,19808,"Census Tract 5, King County, WA","14000US53033000500"
2014,"2014",0,"Total",56111,7418,"Census Tract 6, King County, WA","14000US53033000600"
2014,"2014",0,"Total",51642,5277,"Census Tract 7, King County, WA","14000US53033000700"
2014,"2014",0,"Total",81500,12040,"Census Tract 8, King County, WA","14000US53033000800"
2014,"2014",0,"Total",116063,13012,"Census Tract 9, King County, WA","14000US53033000900"
2014,"2014",0,"Total",68371,8588,"Census Tract 10, King County, WA","14000US53033001000"
2014,"2014",0,"Total",64583,26455,"Census Tract 11, King County, WA","14000US53033001100"
2014,"2014",0,"Total",31973,7941.999999999999,"Census Tract 12, King County, WA","14000US53033001200"
2014,"2014",0,"Total",53962,4126,"Census Tract 13, King County, WA","14000US53033001300"
2014,"2014",0,"Total",71500,8698,"Census Tract 14, King County, WA","14000US53033001400"
2014,"2014",0,"Total",103056,14203,"Census Tract 15, King County, WA","14000US53033001500"
2014,"2014",0,"Total",91719,14103,"Census Tract 16, King County, WA","14000US53033001600"
2014,"2014",0,"Total",74659,12570,"Census Tract 17.01, King County, WA","14000US53033001701"
2014,"2014",0,"Total",61928,7470.999999999999,"Census Tract 17.02, King County, WA","14000US53033001702"
2014,"2014",0,"Total",88889,23426,"Census Tract 18, King County, WA","14000US53033001800"
2014,"2014",0,"Total",61979,11935,"Census Tract 19, King County, WA","14000US53033001900"
2014,"2014",0,"Total",75278,10821,"Census Tract 20, King County, WA","14000US53033002000"
2014,"2014",0,"Total",84936,6902,"Census Tract 21, King County, WA","14000US53033002100"
2014,"2014",0,"Total",116005,23249,"Census Tract 22, King County, WA","14000US53033002200"
2014,"2014",0,"Total",97941,17588,"Census Tract 24, King County, WA","14000US53033002400"
2014,"2014",0,"Total",103542,7784,"Census Tract 25, King County, WA","14000US53033002500"
2014,"2014",0,"Total",95139,11582,"Census Tract 26, King County, WA","14000US53033002600"
2014,"2014",0,"Total",107039,13407,"Census Tract 27, King County, WA","14000US53033002700"
2014,"2014",0,"Total",78850,8772,"Census Tract 28, King County, WA","14000US53033002800"
2014,"2014",0,"Total",96932,10720,"Census Tract 29, King County, WA","14000US53033002900"
2014,"2014",0,"Total",95361,17081,"Census Tract 30, King County, WA","14000US53033003000"
2014,"2014",0,"Total",95521,15908.000000000002,"Census Tract 31, King County, WA","14000US53033003100"
2014,"2014",0,"Total",72360,9288,"Census Tract 32, King County, WA","14000US53033003200"
2014,"2014",0,"Total",77444,6197,"Census Tract 33, King County, WA","14000US53033003300"
2014,"2014",0,"Total",100677,13788,"Census Tract 34, King County, WA","14000US53033003400"
2014,"2014",0,"Total",80088,9133,"Census Tract 35, King County, WA","14000US53033003500"
2014,"2014",0,"Total",66075,6209,"Census Tract 36, King County, WA","14000US53033003600"
2014,"2014",0,"Total",85417,12716,"Census Tract 38, King County, WA","14000US53033003800"
2014,"2014",0,"Total",105313,13490,"Census Tract 39, King County, WA","14000US53033003900"
2014,"2014",0,"Total",76344,11288,"Census Tract 40, King County, WA","14000US53033004000"
2014,"2014",0,"Total",122196,15297,"Census Tract 41, King County, WA","14000US53033004100"
2014,"2014",0,"Total",109579,6017,"Census Tract 42, King County, WA","14000US53033004200"
2014,"2014",0,"Total",62705,9431,"Census Tract 43.01, King County, WA","14000US53033004301"
2014,"2014",0,"Total",17515,4190,"Census Tract 43.02, King County, WA","14000US53033004302"
2014,"2014",0,"Total",53177,7878,"Census Tract 44, King County, WA","14000US53033004400"
2014,"2014",0,"Total",88221,14388.999999999998,"Census Tract 45, King County, WA","14000US53033004500"
2014,"2014",0,"Total",99868,27859.999999999996,"Census Tract 46, King County, WA","14000US53033004600"
2014,"2014",0,"Total",65891,11837,"Census Tract 47, King County, WA","14000US53033004700"
2014,"2014",0,"Total",89054,3177,"Census Tract 48, King County, WA","14000US53033004800"
2014,"2014",0,"Total",69375,5566,"Census Tract 49, King County, WA","14000US53033004900"
2014,"2014",0,"Total",63621,5042,"Census Tract 50, King County, WA","14000US53033005000"
2014,"2014",0,"Total",96500,11075,"Census Tract 51, King County, WA","14000US53033005100"
2014,"2014",0,"Total",40464,5502,"Census Tract 52, King County, WA","14000US53033005200"
2014,"2014",0,"Total",10953,2369,"Census Tract 53.01, King County, WA","14000US53033005301"
2014,"2014",0,"Total",5938,7622,"Census Tract 53.02, King County, WA","14000US53033005302"
2014,"2014",0,"Total",76841,10367,"Census Tract 54, King County, WA","14000US53033005400"
2014,"2014",0,"Total",155639,11345,"Census Tract 56, King County, WA","14000US53033005600"
2014,"2014",0,"Total",88080,15267,"Census Tract 57, King County, WA","14000US53033005700"
2014,"2014",0,"Total",64144,6342,"Census Tract 58.01, King County, WA","14000US53033005801"
2014,"2014",0,"Total",64451,17950,"Census Tract 58.02, King County, WA","14000US53033005802"
2014,"2014",0,"Total",85372,10100,"Census Tract 59, King County, WA","14000US53033005900"
2014,"2014",0,"Total",92344,18562,"Census Tract 60, King County, WA","14000US53033006000"
2014,"2014",0,"Total",74416,5174,"Census Tract 61, King County, WA","14000US53033006100"
2014,"2014",0,"Total",119135,16016,"Census Tract 62, King County, WA","14000US53033006200"
2014,"2014",0,"Total",118458,22477,"Census Tract 63, King County, WA","14000US53033006300"
2014,"2014",0,"Total",151055,13880.999999999998,"Census Tract 64, King County, WA","14000US53033006400"
2014,"2014",0,"Total",93500,14131,"Census Tract 65, King County, WA","14000US53033006500"
2014,"2014",0,"Total",73300,16863,"Census Tract 66, King County, WA","14000US53033006600"
2014,"2014",0,"Total",82755,7421.000000000001,"Census Tract 67, King County, WA","14000US53033006700"
2014,"2014",0,"Total",96198,23253,"Census Tract 68, King County, WA","14000US53033006800"
2014,"2014",0,"Total",101058,20368,"Census Tract 69, King County, WA","14000US53033006900"
2014,"2014",0,"Total",61649,14541,"Census Tract 70, King County, WA","14000US53033007000"
2014,"2014",0,"Total",73634,6306,"Census Tract 71, King County, WA","14000US53033007100"
2014,"2014",0,"Total",66636,15159,"Census Tract 72, King County, WA","14000US53033007200"
2014,"2014",0,"Total",71061,21007,"Census Tract 73, King County, WA","14000US53033007300"
2014,"2014",0,"Total",65601,10311,"Census Tract 74.01, King County, WA","14000US53033007401"
2014,"2014",0,"Total",37152,10237,"Census Tract 74.02, King County, WA","14000US53033007402"
2014,"2014",0,"Total",48500,9149,"Census Tract 75, King County, WA","14000US53033007500"
2014,"2014",0,"Total",61619,5164,"Census Tract 76, King County, WA","14000US53033007600"
2014,"2014",0,"Total",91507,15751,"Census Tract 77, King County, WA","14000US53033007700"
2014,"2014",0,"Total",145444,20856,"Census Tract 78, King County, WA","14000US53033007800"
2014,"2014",0,"Total",54216,12971,"Census Tract 79, King County, WA","14000US53033007900"
2014,"2014",0,"Total",86698,8911,"Census Tract 80.01, King County, WA","14000US53033008001"
2014,"2014",0,"Total",35395,9128,"Census Tract 80.02, King County, WA","14000US53033008002"
2014,"2014",0,"Total",70256,16180,"Census Tract 81, King County, WA","14000US53033008100"
2014,"2014",0,"Total",55383,11207,"Census Tract 82, King County, WA","14000US53033008200"
2014,"2014",0,"Total",48000,3199,"Census Tract 83, King County, WA","14000US53033008300"
2014,"2014",0,"Total",44524,7225,"Census Tract 84, King County, WA","14000US53033008400"
2014,"2014",0,"Total",22220,4998,"Census Tract 85, King County, WA","14000US53033008500"
2014,"2014",0,"Total",40924,7221.999999999999,"Census Tract 86, King County, WA","14000US53033008600"
2014,"2014",0,"Total",56875,7449,"Census Tract 87, King County, WA","14000US53033008700"
2014,"2014",0,"Total",77474,7206,"Census Tract 88, King County, WA","14000US53033008800"
2014,"2014",0,"Total",70954,9494,"Census Tract 89, King County, WA","14000US53033008900"
2014,"2014",0,"Total",44015,11003,"Census Tract 90, King County, WA","14000US53033009000"
2014,"2014",0,"Total",27591,5223,"Census Tract 91, King County, WA","14000US53033009100"
2014,"2014",0,"Total",23208,6842,"Census Tract 92, King County, WA","14000US53033009200"
2014,"2014",0,"Total",54911,9176,"Census Tract 93, King County, WA","14000US53033009300"
2014,"2014",0,"Total",47809,7408.999999999999,"Census Tract 94, King County, WA","14000US53033009400"
2014,"2014",0,"Total",87941,20714,"Census Tract 95, King County, WA","14000US53033009500"
2014,"2014",0,"Total",72364,7976.999999999999,"Census Tract 96, King County, WA","14000US53033009600"
2014,"2014",0,"Total",75078,12185,"Census Tract 97.01, King County, WA","14000US53033009701"
2014,"2014",0,"Total",101829,10645,"Census Tract 97.02, King County, WA","14000US53033009702"
2014,"2014",0,"Total",73058,11463,"Census Tract 98, King County, WA","14000US53033009800"
2014,"2014",0,"Total",70822,8118,"Census Tract 99, King County, WA","14000US53033009900"
2014,"2014",0,"Total",55903,17866,"Census Tract 100.01, King County, WA","14000US53033010001"
2014,"2014",0,"Total",67169,9528,"Census Tract 100.02, King County, WA","14000US53033010002"
2014,"2014",0,"Total",60091,5503,"Census Tract 101, King County, WA","14000US53033010100"
2014,"2014",0,"Total",87734,9724,"Census Tract 102, King County, WA","14000US53033010200"
2014,"2014",0,"Total",49861,15831,"Census Tract 103, King County, WA","14000US53033010300"
2014,"2014",0,"Total",63026,9359,"Census Tract 104.01, King County, WA","14000US53033010401"
2014,"2014",0,"Total",79655,11978,"Census Tract 104.02, King County, WA","14000US53033010402"
2014,"2014",0,"Total",59031,6946,"Census Tract 105, King County, WA","14000US53033010500"
2014,"2014",0,"Total",85179,15759.999999999998,"Census Tract 106, King County, WA","14000US53033010600"
2014,"2014",0,"Total",52699,23803,"Census Tract 107.01, King County, WA","14000US53033010701"
2014,"2014",0,"Total",42206,13379,"Census Tract 107.02, King County, WA","14000US53033010702"
2014,"2014",0,"Total",68974,7747.999999999999,"Census Tract 108, King County, WA","14000US53033010800"
2014,"2014",0,"Total",39886,16917,"Census Tract 109, King County, WA","14000US53033010900"
2014,"2014",0,"Total",29470,11499,"Census Tract 110.01, King County, WA","14000US53033011001"
2014,"2014",0,"Total",42715,12694,"Census Tract 110.02, King County, WA","14000US53033011002"
2014,"2014",0,"Total",52879,8008,"Census Tract 111.01, King County, WA","14000US53033011101"
2014,"2014",0,"Total",61905,16911,"Census Tract 111.02, King County, WA","14000US53033011102"
2014,"2014",0,"Total",48639,9401,"Census Tract 113, King County, WA","14000US53033011300"
2014,"2014",0,"Total",55956,11591,"Census Tract 114.01, King County, WA","14000US53033011401"
2014,"2014",0,"Total",46267,6896,"Census Tract 114.02, King County, WA","14000US53033011402"
2014,"2014",0,"Total",69429,6694,"Census Tract 115, King County, WA","14000US53033011500"
2014,"2014",0,"Total",100588,7422,"Census Tract 116, King County, WA","14000US53033011600"
2014,"2014",0,"Total",60768,10666,"Census Tract 117, King County, WA","14000US53033011700"
2014,"2014",0,"Total",38989,10914,"Census Tract 118, King County, WA","14000US53033011800"
2014,"2014",0,"Total",69398,9195,"Census Tract 119, King County, WA","14000US53033011900"
2014,"2014",0,"Total",85893,14398.999999999998,"Census Tract 120, King County, WA","14000US53033012000"
2014,"2014",0,"Total",106696,27489.000000000004,"Census Tract 121, King County, WA","14000US53033012100"
2013,"2013",0,"Total",40313,9941,"Census Tract 1, King County, WA","14000US53033000100"
2013,"2013",0,"Total",53014,4600,"Census Tract 2, King County, WA","14000US53033000200"
2013,"2013",0,"Total",64455,14652.000000000002,"Census Tract 3, King County, WA","14000US53033000300"
2013,"2013",0,"Total",31059,1711,"Census Tract 4.01, King County, WA","14000US53033000401"
2013,"2013",0,"Total",49016,5653,"Census Tract 4.02, King County, WA","14000US53033000402"
2013,"2013",0,"Total",126719,29832.000000000004,"Census Tract 5, King County, WA","14000US53033000500"
2013,"2013",0,"Total",59790,6214,"Census Tract 6, King County, WA","14000US53033000600"
2013,"2013",0,"Total",50893,5041,"Census Tract 7, King County, WA","14000US53033000700"
2013,"2013",0,"Total",78631,12483,"Census Tract 8, King County, WA","14000US53033000800"
2013,"2013",0,"Total",105347,28697.000000000004,"Census Tract 9, King County, WA","14000US53033000900"
2013,"2013",0,"Total",67837,8612,"Census Tract 10, King County, WA","14000US53033001000"
2013,"2013",0,"Total",81071,17492,"Census Tract 11, King County, WA","14000US53033001100"
2013,"2013",0,"Total",37727,4861,"Census Tract 12, King County, WA","14000US53033001200"
2013,"2013",0,"Total",53030,5318,"Census Tract 13, King County, WA","14000US53033001300"
2013,"2013",0,"Total",71642,3623,"Census Tract 14, King County, WA","14000US53033001400"
2013,"2013",0,"Total",97284,13108,"Census Tract 15, King County, WA","14000US53033001500"
2013,"2013",0,"Total",80038,10008,"Census Tract 16, King County, WA","14000US53033001600"
2013,"2013",0,"Total",75220,7757.999999999999,"Census Tract 17.01, King County, WA","14000US53033001701"
2013,"2013",0,"Total",63554,6622,"Census Tract 17.02, King County, WA","14000US53033001702"
2013,"2013",0,"Total",91399,6825.000000000001,"Census Tract 18, King County, WA","14000US53033001800"
2013,"2013",0,"Total",60927,12320,"Census Tract 19, King County, WA","14000US53033001900"
2013,"2013",0,"Total",70647,12289,"Census Tract 20, King County, WA","14000US53033002000"
2013,"2013",0,"Total",82422,6694,"Census Tract 21, King County, WA","14000US53033002100"
2013,"2013",0,"Total",100313,25678,"Census Tract 22, King County, WA","14000US53033002200"
2013,"2013",0,"Total",95288,16058.999999999998,"Census Tract 24, King County, WA","14000US53033002400"
2013,"2013",0,"Total",100577,8085,"Census Tract 25, King County, WA","14000US53033002500"
2013,"2013",0,"Total",93125,13323,"Census Tract 26, King County, WA","14000US53033002600"
2013,"2013",0,"Total",103915,9260,"Census Tract 27, King County, WA","14000US53033002700"
2013,"2013",0,"Total",76073,6770,"Census Tract 28, King County, WA","14000US53033002800"
2013,"2013",0,"Total",90909,14116,"Census Tract 29, King County, WA","14000US53033002900"
2013,"2013",0,"Total",90372,8065,"Census Tract 30, King County, WA","14000US53033003000"
2013,"2013",0,"Total",97286,11671,"Census Tract 31, King County, WA","14000US53033003100"
2013,"2013",0,"Total",64303,6809,"Census Tract 32, King County, WA","14000US53033003200"
2013,"2013",0,"Total",73313,5275,"Census Tract 33, King County, WA","14000US53033003300"
2013,"2013",0,"Total",100956,12255,"Census Tract 34, King County, WA","14000US53033003400"
2013,"2013",0,"Total",81265,6862.999999999999,"Census Tract 35, King County, WA","14000US53033003500"
2013,"2013",0,"Total",64522,4637,"Census Tract 36, King County, WA","14000US53033003600"
2013,"2013",0,"Total",82695,8310,"Census Tract 38, King County, WA","14000US53033003800"
2013,"2013",0,"Total",96520,12712,"Census Tract 39, King County, WA","14000US53033003900"
2013,"2013",0,"Total",75441,15173,"Census Tract 40, King County, WA","14000US53033004000"
2013,"2013",0,"Total",118417,20174,"Census Tract 41, King County, WA","14000US53033004100"
2013,"2013",0,"Total",109663,9485,"Census Tract 42, King County, WA","14000US53033004200"
2013,"2013",0,"Total",56875,10612,"Census Tract 43.01, King County, WA","14000US53033004301"
2013,"2013",0,"Total",18414,5097,"Census Tract 43.02, King County, WA","14000US53033004302"
2013,"2013",0,"Total",54937,6073,"Census Tract 44, King County, WA","14000US53033004400"
2013,"2013",0,"Total",89333,17846,"Census Tract 45, King County, WA","14000US53033004500"
2013,"2013",0,"Total",102353,24166,"Census Tract 46, King County, WA","14000US53033004600"
2013,"2013",0,"Total",60625,10648,"Census Tract 47, King County, WA","14000US53033004700"
2013,"2013",0,"Total",86814,4843,"Census Tract 48, King County, WA","14000US53033004800"
2013,"2013",0,"Total",65000,3503,"Census Tract 49, King County, WA","14000US53033004900"
2013,"2013",0,"Total",62147,11921,"Census Tract 50, King County, WA","14000US53033005000"
2013,"2013",0,"Total",100152,12984,"Census Tract 51, King County, WA","14000US53033005100"
2013,"2013",0,"Total",40352,3884,"Census Tract 52, King County, WA","14000US53033005200"
2013,"2013",0,"Total",11157,1812.9999999999998,"Census Tract 53.01, King County, WA","14000US53033005301"
2013,"2013",0,"Total",4643,3997.0000000000005,"Census Tract 53.02, King County, WA","14000US53033005302"
2013,"2013",0,"Total",68430,6551,"Census Tract 54, King County, WA","14000US53033005400"
2013,"2013",0,"Total",147765,11201,"Census Tract 56, King County, WA","14000US53033005600"
2013,"2013",0,"Total",79149,9399,"Census Tract 57, King County, WA","14000US53033005700"
2013,"2013",0,"Total",65030,4219,"Census Tract 58.01, King County, WA","14000US53033005801"
2013,"2013",0,"Total",64844,7697,"Census Tract 58.02, King County, WA","14000US53033005802"
2013,"2013",0,"Total",81521,6528,"Census Tract 59, King County, WA","14000US53033005900"
2013,"2013",0,"Total",85524,11684,"Census Tract 60, King County, WA","14000US53033006000"
2013,"2013",0,"Total",72573,7904.999999999999,"Census Tract 61, King County, WA","14000US53033006100"
2013,"2013",0,"Total",115038,13309,"Census Tract 62, King County, WA","14000US53033006200"
2013,"2013",0,"Total",106908,19524,"Census Tract 63, King County, WA","14000US53033006300"
2013,"2013",0,"Total",143125,22765,"Census Tract 64, King County, WA","14000US53033006400"
2013,"2013",0,"Total",83839,11583,"Census Tract 65, King County, WA","14000US53033006500"
2013,"2013",0,"Total",73622,9783,"Census Tract 66, King County, WA","14000US53033006600"
2013,"2013",0,"Total",78884,6157,"Census Tract 67, King County, WA","14000US53033006700"
2013,"2013",0,"Total",93438,20092,"Census Tract 68, King County, WA","14000US53033006800"
2013,"2013",0,"Total",87054,23838,"Census Tract 69, King County, WA","14000US53033006900"
2013,"2013",0,"Total",54615,7398.999999999999,"Census Tract 70, King County, WA","14000US53033007000"
2013,"2013",0,"Total",67787,6778.000000000001,"Census Tract 71, King County, WA","14000US53033007100"
2013,"2013",0,"Total",51250,14458.000000000002,"Census Tract 72, King County, WA","14000US53033007200"
2013,"2013",0,"Total",63652,9494,"Census Tract 73, King County, WA","14000US53033007300"
2013,"2013",0,"Total",62639,7804.999999999999,"Census Tract 74.01, King County, WA","14000US53033007401"
2013,"2013",0,"Total",35812,5289,"Census Tract 74.02, King County, WA","14000US53033007402"
2013,"2013",0,"Total",52781,5576,"Census Tract 75, King County, WA","14000US53033007500"
2013,"2013",0,"Total",61329,5939,"Census Tract 76, King County, WA","14000US53033007600"
2013,"2013",0,"Total",87888,10606,"Census Tract 77, King County, WA","14000US53033007700"
2013,"2013",0,"Total",150167,29637,"Census Tract 78, King County, WA","14000US53033007800"
2013,"2013",0,"Total",49398,6114,"Census Tract 79, King County, WA","14000US53033007900"
2013,"2013",0,"Total",76560,9947,"Census Tract 80.01, King County, WA","14000US53033008001"
2013,"2013",0,"Total",36768,12102,"Census Tract 80.02, King County, WA","14000US53033008002"
2013,"2013",0,"Total",53026,29539,"Census Tract 81, King County, WA","14000US53033008100"
2013,"2013",0,"Total",47806,16317.000000000002,"Census Tract 82, King County, WA","14000US53033008200"
2013,"2013",0,"Total",47356,3413,"Census Tract 83, King County, WA","14000US53033008300"
2013,"2013",0,"Total",41497,7328.999999999999,"Census Tract 84, King County, WA","14000US53033008400"
2013,"2013",0,"Total",20718,5144,"Census Tract 85, King County, WA","14000US53033008500"
2013,"2013",0,"Total",40096,8525,"Census Tract 86, King County, WA","14000US53033008600"
2013,"2013",0,"Total",58632,7174.000000000001,"Census Tract 87, King County, WA","14000US53033008700"
2013,"2013",0,"Total",72652,15792,"Census Tract 88, King County, WA","14000US53033008800"
2013,"2013",0,"Total",73646,11741,"Census Tract 89, King County, WA","14000US53033008900"
2013,"2013",0,"Total",45239,7103,"Census Tract 90, King County, WA","14000US53033009000"
2013,"2013",0,"Total",21750,6016,"Census Tract 91, King County, WA","14000US53033009100"
2013,"2013",0,"Total",19875,7390,"Census Tract 92, King County, WA","14000US53033009200"
2013,"2013",0,"Total",60065,5887,"Census Tract 93, King County, WA","14000US53033009300"
2013,"2013",0,"Total",49654,7195,"Census Tract 94, King County, WA","14000US53033009400"
2013,"2013",0,"Total",94840,16178.999999999998,"Census Tract 95, King County, WA","14000US53033009500"
2013,"2013",0,"Total",75289,7828,"Census Tract 96, King County, WA","14000US53033009600"
2013,"2013",0,"Total",85262,17273,"Census Tract 97.01, King County, WA","14000US53033009701"
2013,"2013",0,"Total",89440,10932,"Census Tract 97.02, King County, WA","14000US53033009702"
2013,"2013",0,"Total",70640,11820,"Census Tract 98, King County, WA","14000US53033009800"
2013,"2013",0,"Total",66250,10436,"Census Tract 99, King County, WA","14000US53033009900"
2013,"2013",0,"Total",48924,9719,"Census Tract 100.01, King County, WA","14000US53033010001"
2013,"2013",0,"Total",59417,18006,"Census Tract 100.02, King County, WA","14000US53033010002"
2013,"2013",0,"Total",57750,7156.999999999999,"Census Tract 101, King County, WA","14000US53033010100"
2013,"2013",0,"Total",85240,9039,"Census Tract 102, King County, WA","14000US53033010200"
2013,"2013",0,"Total",48667,18009,"Census Tract 103, King County, WA","14000US53033010300"
2013,"2013",0,"Total",58571,13328,"Census Tract 104.01, King County, WA","14000US53033010401"
2013,"2013",0,"Total",87750,22550,"Census Tract 104.02, King County, WA","14000US53033010402"
2013,"2013",0,"Total",59223,5592,"Census Tract 105, King County, WA","14000US53033010500"
2013,"2013",0,"Total",82000,10678,"Census Tract 106, King County, WA","14000US53033010600"
2013,"2013",0,"Total",50286,20046,"Census Tract 107.01, King County, WA","14000US53033010701"
2013,"2013",0,"Total",40625,13294,"Census Tract 107.02, King County, WA","14000US53033010702"
2013,"2013",0,"Total",69468,6973,"Census Tract 108, King County, WA","14000US53033010800"
2013,"2013",0,"Total",47734,13593,"Census Tract 109, King County, WA","14000US53033010900"
2013,"2013",0,"Total",27292,11505,"Census Tract 110.01, King County, WA","14000US53033011001"
2013,"2013",0,"Total",44734,4172,"Census Tract 110.02, King County, WA","14000US53033011002"
2013,"2013",0,"Total",51823,11131,"Census Tract 111.01, King County, WA","14000US53033011101"
2013,"2013",0,"Total",74474,17262,"Census Tract 111.02, King County, WA","14000US53033011102"
2013,"2013",0,"Total",53182,10297,"Census Tract 113, King County, WA","14000US53033011300"
2013,"2013",0,"Total",63810,9591,"Census Tract 114.01, King County, WA","14000US53033011401"
2013,"2013",0,"Total",51036,9959,"Census Tract 114.02, King County, WA","14000US53033011402"
2013,"2013",0,"Total",71029,8505,"Census Tract 115, King County, WA","14000US53033011500"
2013,"2013",0,"Total",104375,9753,"Census Tract 116, King County, WA","14000US53033011600"
2013,"2013",0,"Total",51338,9176,"Census Tract 117, King County, WA","14000US53033011700"
2013,"2013",0,"Total",34745,19791,"Census Tract 118, King County, WA","14000US53033011800"
2013,"2013",0,"Total",68846,9539,"Census Tract 119, King County, WA","14000US53033011900"
2013,"2013",0,"Total",77857,15941,"Census Tract 120, King County, WA","14000US53033012000"
2013,"2013",0,"Total",103385,20771,"Census Tract 121, King County, WA","14000US53033012100"
