ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2017,"2017",0,"Total",41847,7674,"Census Tract 52, King County, WA","14000US53033005200"
2017,"2017",0,"Total",20401,6757,"Census Tract 53.01, King County, WA","14000US53033005301"
2017,"2017",0,"Total",10521,8636,"Census Tract 53.02, King County, WA","14000US53033005302"
2017,"2017",0,"Total",95703,11793,"Census Tract 54, King County, WA","14000US53033005400"
2017,"2017",0,"Total",167368,11813,"Census Tract 56, King County, WA","14000US53033005600"
2017,"2017",0,"Total",111974,10681,"Census Tract 57, King County, WA","14000US53033005700"
2017,"2017",0,"Total",75523,2834,"Census Tract 58.01, King County, WA","14000US53033005801"
2017,"2017",0,"Total",73836,7808,"Census Tract 58.02, King County, WA","14000US53033005802"
2017,"2017",0,"Total",103369,15239,"Census Tract 59, King County, WA","14000US53033005900"
2017,"2017",0,"Total",101680,15643,"Census Tract 60, King County, WA","14000US53033006000"
2017,"2017",0,"Total",104521,9563,"Census Tract 61, King County, WA","14000US53033006100"
2017,"2017",0,"Total",160625,27321.999999999996,"Census Tract 62, King County, WA","14000US53033006200"
2017,"2017",0,"Total",134811,22028,"Census Tract 63, King County, WA","14000US53033006300"
2017,"2017",0,"Total",162532,18565,"Census Tract 64, King County, WA","14000US53033006400"
2017,"2017",0,"Total",96220,13572,"Census Tract 65, King County, WA","14000US53033006500"
2017,"2017",0,"Total",88854,12811,"Census Tract 66, King County, WA","14000US53033006600"
2017,"2017",0,"Total",106143,9198,"Census Tract 67, King County, WA","14000US53033006700"
2017,"2017",0,"Total",117067,12380,"Census Tract 68, King County, WA","14000US53033006800"
2017,"2017",0,"Total",109792,17699,"Census Tract 69, King County, WA","14000US53033006900"
2017,"2017",0,"Total",73317,14147,"Census Tract 70, King County, WA","14000US53033007000"
2017,"2017",0,"Total",81454,3931.0000000000005,"Census Tract 71, King County, WA","14000US53033007100"
2017,"2017",0,"Total",98324,9208,"Census Tract 72, King County, WA","14000US53033007200"
2017,"2017",0,"Total",94326,12538,"Census Tract 73, King County, WA","14000US53033007300"
2017,"2017",0,"Total",65217,10536,"Census Tract 74.01, King County, WA","14000US53033007401"
2017,"2017",0,"Total",51225,9482,"Census Tract 74.02, King County, WA","14000US53033007402"
2017,"2017",0,"Total",65396,9793,"Census Tract 75, King County, WA","14000US53033007500"
2017,"2017",0,"Total",74688,14408.000000000002,"Census Tract 76, King County, WA","14000US53033007600"
2017,"2017",0,"Total",113198,7094,"Census Tract 77, King County, WA","14000US53033007700"
2017,"2017",0,"Total",155848,26975,"Census Tract 78, King County, WA","14000US53033007800"
2017,"2017",0,"Total",76652,11742,"Census Tract 79, King County, WA","14000US53033007900"
2017,"2017",0,"Total",98250,34258,"Census Tract 80.01, King County, WA","14000US53033008001"
2017,"2017",0,"Total",55136,9427,"Census Tract 80.02, King County, WA","14000US53033008002"
2017,"2017",0,"Total",79800,26732,"Census Tract 81, King County, WA","14000US53033008100"
2017,"2017",0,"Total",79167,16033.999999999998,"Census Tract 82, King County, WA","14000US53033008200"
2017,"2017",0,"Total",61058,14951.999999999998,"Census Tract 83, King County, WA","14000US53033008300"
2017,"2017",0,"Total",52066,7682.999999999999,"Census Tract 84, King County, WA","14000US53033008400"
2017,"2017",0,"Total",38713,9570,"Census Tract 85, King County, WA","14000US53033008500"
2017,"2017",0,"Total",50774,14067,"Census Tract 86, King County, WA","14000US53033008600"
2017,"2017",0,"Total",69583,23609,"Census Tract 87, King County, WA","14000US53033008700"
2017,"2017",0,"Total",95455,22548,"Census Tract 88, King County, WA","14000US53033008800"
2017,"2017",0,"Total",87250,10738,"Census Tract 89, King County, WA","14000US53033008900"
2017,"2017",0,"Total",47428,9762,"Census Tract 90, King County, WA","14000US53033009000"
2017,"2017",0,"Total",31250,4366,"Census Tract 91, King County, WA","14000US53033009100"
2017,"2017",0,"Total",21868,7231.999999999999,"Census Tract 92, King County, WA","14000US53033009200"
2017,"2017",0,"Total",74696,12155,"Census Tract 93, King County, WA","14000US53033009300"
2017,"2017",0,"Total",65633,9804,"Census Tract 94, King County, WA","14000US53033009400"
2017,"2017",0,"Total",100714,27690.999999999996,"Census Tract 95, King County, WA","14000US53033009500"
2017,"2017",0,"Total",92888,14901.000000000002,"Census Tract 96, King County, WA","14000US53033009600"
2017,"2017",0,"Total",106821,15392,"Census Tract 97.01, King County, WA","14000US53033009701"
2017,"2017",0,"Total",114741,12185,"Census Tract 97.02, King County, WA","14000US53033009702"
2017,"2017",0,"Total",105110,17449,"Census Tract 98, King County, WA","14000US53033009800"
2017,"2017",0,"Total",75000,11057,"Census Tract 99, King County, WA","14000US53033009900"
2017,"2017",0,"Total",67292,12739,"Census Tract 100.01, King County, WA","14000US53033010001"
2017,"2017",0,"Total",70048,6466,"Census Tract 100.02, King County, WA","14000US53033010002"
2017,"2017",0,"Total",64161,14038,"Census Tract 101, King County, WA","14000US53033010100"
2017,"2017",0,"Total",99483,16377.000000000002,"Census Tract 102, King County, WA","14000US53033010200"
2017,"2017",0,"Total",60444,6988,"Census Tract 103, King County, WA","14000US53033010300"
2017,"2017",0,"Total",58342,7848,"Census Tract 104.01, King County, WA","14000US53033010401"
2017,"2017",0,"Total",75972,10331,"Census Tract 104.02, King County, WA","14000US53033010402"
2017,"2017",0,"Total",77760,8564,"Census Tract 105, King County, WA","14000US53033010500"
2017,"2017",0,"Total",90306,13827,"Census Tract 106, King County, WA","14000US53033010600"
2017,"2017",0,"Total",62826,6856,"Census Tract 107.01, King County, WA","14000US53033010701"
2017,"2017",0,"Total",41416,5231,"Census Tract 107.02, King County, WA","14000US53033010702"
2017,"2017",0,"Total",85885,13302,"Census Tract 108, King County, WA","14000US53033010800"
2017,"2017",0,"Total",58611,13703,"Census Tract 109, King County, WA","14000US53033010900"
2017,"2017",0,"Total",24725,9076,"Census Tract 110.01, King County, WA","14000US53033011001"
2017,"2017",0,"Total",51031,7587,"Census Tract 110.02, King County, WA","14000US53033011002"
2017,"2017",0,"Total",52311,3613,"Census Tract 111.01, King County, WA","14000US53033011101"
2017,"2017",0,"Total",73214,16231,"Census Tract 111.02, King County, WA","14000US53033011102"
2017,"2017",0,"Total",55000,11551,"Census Tract 113, King County, WA","14000US53033011300"
2017,"2017",0,"Total",62090,8286,"Census Tract 114.01, King County, WA","14000US53033011401"
2017,"2017",0,"Total",50377,4992,"Census Tract 114.02, King County, WA","14000US53033011402"
2017,"2017",0,"Total",90701,13828,"Census Tract 115, King County, WA","14000US53033011500"
2017,"2017",0,"Total",103835,11722,"Census Tract 116, King County, WA","14000US53033011600"
2017,"2017",0,"Total",79211,15259,"Census Tract 117, King County, WA","14000US53033011700"
2017,"2017",0,"Total",49264,10206,"Census Tract 118, King County, WA","14000US53033011800"
2017,"2017",0,"Total",86603,18807,"Census Tract 119, King County, WA","14000US53033011900"
2017,"2017",0,"Total",100855,10378,"Census Tract 120, King County, WA","14000US53033012000"
2017,"2017",0,"Total",115000,14078,"Census Tract 121, King County, WA","14000US53033012100"
2016,"2016",0,"Total",48002,8140,"Census Tract 1, King County, WA","14000US53033000100"
2016,"2016",0,"Total",63727,6832,"Census Tract 2, King County, WA","14000US53033000200"
2016,"2016",0,"Total",65781,17808,"Census Tract 3, King County, WA","14000US53033000300"
2016,"2016",0,"Total",32196,2396,"Census Tract 4.01, King County, WA","14000US53033000401"
2016,"2016",0,"Total",61184,13257,"Census Tract 4.02, King County, WA","14000US53033000402"
2016,"2016",0,"Total",126544,17356,"Census Tract 5, King County, WA","14000US53033000500"
2016,"2016",0,"Total",57023,10048,"Census Tract 6, King County, WA","14000US53033000600"
2016,"2016",0,"Total",51371,3137,"Census Tract 7, King County, WA","14000US53033000700"
2016,"2016",0,"Total",92917,17786,"Census Tract 8, King County, WA","14000US53033000800"
2016,"2016",0,"Total",135227,29464.999999999996,"Census Tract 9, King County, WA","14000US53033000900"
2016,"2016",0,"Total",75167,14963,"Census Tract 10, King County, WA","14000US53033001000"
2016,"2016",0,"Total",73984,13712,"Census Tract 11, King County, WA","14000US53033001100"
2016,"2016",0,"Total",42232,7246.999999999999,"Census Tract 12, King County, WA","14000US53033001200"
2016,"2016",0,"Total",63077,11006,"Census Tract 13, King County, WA","14000US53033001300"
2016,"2016",0,"Total",70689,8643,"Census Tract 14, King County, WA","14000US53033001400"
2016,"2016",0,"Total",100179,18396,"Census Tract 15, King County, WA","14000US53033001500"
2016,"2016",0,"Total",102558,11812,"Census Tract 16, King County, WA","14000US53033001600"
2016,"2016",0,"Total",66042,6344,"Census Tract 17.01, King County, WA","14000US53033001701"
2016,"2016",0,"Total",65984,8429,"Census Tract 17.02, King County, WA","14000US53033001702"
2016,"2016",0,"Total",81680,17465,"Census Tract 18, King County, WA","14000US53033001800"
2016,"2016",0,"Total",67450,11614,"Census Tract 19, King County, WA","14000US53033001900"
2016,"2016",0,"Total",90855,13326,"Census Tract 20, King County, WA","14000US53033002000"
2016,"2016",0,"Total",89900,10749,"Census Tract 21, King County, WA","14000US53033002100"
2016,"2016",0,"Total",134792,25832,"Census Tract 22, King County, WA","14000US53033002200"
2016,"2016",0,"Total",111964,14328.000000000002,"Census Tract 24, King County, WA","14000US53033002400"
2016,"2016",0,"Total",101397,8388,"Census Tract 25, King County, WA","14000US53033002500"
2016,"2016",0,"Total",99583,17935,"Census Tract 26, King County, WA","14000US53033002600"
2016,"2016",0,"Total",118790,17154,"Census Tract 27, King County, WA","14000US53033002700"
2016,"2016",0,"Total",100859,17340,"Census Tract 28, King County, WA","14000US53033002800"
2016,"2016",0,"Total",96685,10348,"Census Tract 29, King County, WA","14000US53033002900"
2016,"2016",0,"Total",93155,15525.000000000002,"Census Tract 30, King County, WA","14000US53033003000"
2016,"2016",0,"Total",100468,9103,"Census Tract 31, King County, WA","14000US53033003100"
2016,"2016",0,"Total",84846,13059,"Census Tract 32, King County, WA","14000US53033003200"
2016,"2016",0,"Total",92746,11122,"Census Tract 33, King County, WA","14000US53033003300"
2016,"2016",0,"Total",103333,16020,"Census Tract 34, King County, WA","14000US53033003400"
2016,"2016",0,"Total",83550,7063,"Census Tract 35, King County, WA","14000US53033003500"
2016,"2016",0,"Total",65960,9300,"Census Tract 36, King County, WA","14000US53033003600"
2016,"2016",0,"Total",91875,21590,"Census Tract 38, King County, WA","14000US53033003800"
2016,"2016",0,"Total",110556,23838,"Census Tract 39, King County, WA","14000US53033003900"
2016,"2016",0,"Total",74915,9375,"Census Tract 40, King County, WA","14000US53033004000"
2016,"2016",0,"Total",146902,14991.999999999998,"Census Tract 41, King County, WA","14000US53033004100"
2016,"2016",0,"Total",113432,9082,"Census Tract 42, King County, WA","14000US53033004200"
2016,"2016",0,"Total",73667,17990,"Census Tract 43.01, King County, WA","14000US53033004301"
2016,"2016",0,"Total",22880,7408,"Census Tract 43.02, King County, WA","14000US53033004302"
2016,"2016",0,"Total",53763,7899.999999999999,"Census Tract 44, King County, WA","14000US53033004400"
2016,"2016",0,"Total",91538,13865.000000000002,"Census Tract 45, King County, WA","14000US53033004500"
2016,"2016",0,"Total",120938,17473,"Census Tract 46, King County, WA","14000US53033004600"
2016,"2016",0,"Total",75881,5331,"Census Tract 47, King County, WA","14000US53033004700"
2016,"2016",0,"Total",106338,7087.000000000001,"Census Tract 48, King County, WA","14000US53033004800"
2016,"2016",0,"Total",72256,5372,"Census Tract 49, King County, WA","14000US53033004900"
2016,"2016",0,"Total",66594,8141.000000000001,"Census Tract 50, King County, WA","14000US53033005000"
2016,"2016",0,"Total",98851,12322,"Census Tract 51, King County, WA","14000US53033005100"
2016,"2016",0,"Total",40208,9794,"Census Tract 52, King County, WA","14000US53033005200"
2016,"2016",0,"Total",14155,4738,"Census Tract 53.01, King County, WA","14000US53033005301"
2016,"2016",0,"Total",10865,7410,"Census Tract 53.02, King County, WA","14000US53033005302"
2016,"2016",0,"Total",86250,16894,"Census Tract 54, King County, WA","14000US53033005400"
2016,"2016",0,"Total",159652,11943,"Census Tract 56, King County, WA","14000US53033005600"
2016,"2016",0,"Total",102760,14453.999999999998,"Census Tract 57, King County, WA","14000US53033005700"
2016,"2016",0,"Total",69865,8705,"Census Tract 58.01, King County, WA","14000US53033005801"
2016,"2016",0,"Total",66455,11649,"Census Tract 58.02, King County, WA","14000US53033005802"
2016,"2016",0,"Total",88706,11827,"Census Tract 59, King County, WA","14000US53033005900"
2016,"2016",0,"Total",102879,19725,"Census Tract 60, King County, WA","14000US53033006000"
2016,"2016",0,"Total",84087,13014,"Census Tract 61, King County, WA","14000US53033006100"
2016,"2016",0,"Total",144150,21458,"Census Tract 62, King County, WA","14000US53033006200"
2016,"2016",0,"Total",152037,13110,"Census Tract 63, King County, WA","14000US53033006300"
2016,"2016",0,"Total",155000,28376,"Census Tract 64, King County, WA","14000US53033006400"
2016,"2016",0,"Total",94225,11041,"Census Tract 65, King County, WA","14000US53033006500"
2016,"2016",0,"Total",85625,12494,"Census Tract 66, King County, WA","14000US53033006600"
2016,"2016",0,"Total",100625,14194.000000000002,"Census Tract 67, King County, WA","14000US53033006700"
2016,"2016",0,"Total",113750,14402,"Census Tract 68, King County, WA","14000US53033006800"
2016,"2016",0,"Total",108341,23713,"Census Tract 69, King County, WA","14000US53033006900"
2016,"2016",0,"Total",72218,9045,"Census Tract 70, King County, WA","14000US53033007000"
2016,"2016",0,"Total",77358,5901,"Census Tract 71, King County, WA","14000US53033007100"
2016,"2016",0,"Total",91300,5023,"Census Tract 72, King County, WA","14000US53033007200"
2016,"2016",0,"Total",84153,21619,"Census Tract 73, King County, WA","14000US53033007300"
2016,"2016",0,"Total",69130,7789,"Census Tract 74.01, King County, WA","14000US53033007401"
2016,"2016",0,"Total",48378,4875,"Census Tract 74.02, King County, WA","14000US53033007402"
2016,"2016",0,"Total",62980,5788,"Census Tract 75, King County, WA","14000US53033007500"
2016,"2016",0,"Total",69572,10657,"Census Tract 76, King County, WA","14000US53033007600"
2016,"2016",0,"Total",110872,9385,"Census Tract 77, King County, WA","14000US53033007700"
2016,"2016",0,"Total",155000,30651.999999999996,"Census Tract 78, King County, WA","14000US53033007800"
2016,"2016",0,"Total",70096,17871,"Census Tract 79, King County, WA","14000US53033007900"
2016,"2016",0,"Total",91005,9478,"Census Tract 80.01, King County, WA","14000US53033008001"
2016,"2016",0,"Total",42480,14443.999999999998,"Census Tract 80.02, King County, WA","14000US53033008002"
2016,"2016",0,"Total",76320,19214,"Census Tract 81, King County, WA","14000US53033008100"
2016,"2016",0,"Total",67500,17843,"Census Tract 82, King County, WA","14000US53033008200"
2016,"2016",0,"Total",52878,6765.999999999999,"Census Tract 83, King County, WA","14000US53033008300"
2016,"2016",0,"Total",49857,5660,"Census Tract 84, King County, WA","14000US53033008400"
2016,"2016",0,"Total",32885,7181.999999999999,"Census Tract 85, King County, WA","14000US53033008500"
2016,"2016",0,"Total",48750,15237,"Census Tract 86, King County, WA","14000US53033008600"
2016,"2016",0,"Total",59315,7156,"Census Tract 87, King County, WA","14000US53033008700"
2016,"2016",0,"Total",78929,10861,"Census Tract 88, King County, WA","14000US53033008800"
2016,"2016",0,"Total",81098,6170,"Census Tract 89, King County, WA","14000US53033008900"
2016,"2016",0,"Total",48063,8743,"Census Tract 90, King County, WA","14000US53033009000"
2016,"2016",0,"Total",29418,3032,"Census Tract 91, King County, WA","14000US53033009100"
2016,"2016",0,"Total",26500,7869.999999999999,"Census Tract 92, King County, WA","14000US53033009200"
2016,"2016",0,"Total",67617,11067,"Census Tract 93, King County, WA","14000US53033009300"
2016,"2016",0,"Total",49879,14652.000000000002,"Census Tract 94, King County, WA","14000US53033009400"
2016,"2016",0,"Total",91167,23967,"Census Tract 95, King County, WA","14000US53033009500"
2016,"2016",0,"Total",85216,12188,"Census Tract 96, King County, WA","14000US53033009600"
2016,"2016",0,"Total",94500,14986.999999999998,"Census Tract 97.01, King County, WA","14000US53033009701"
2016,"2016",0,"Total",107917,13620.999999999998,"Census Tract 97.02, King County, WA","14000US53033009702"
2016,"2016",0,"Total",84299,18629,"Census Tract 98, King County, WA","14000US53033009800"
2016,"2016",0,"Total",69423,8141.000000000001,"Census Tract 99, King County, WA","14000US53033009900"
2016,"2016",0,"Total",61699,7834,"Census Tract 100.01, King County, WA","14000US53033010001"
2016,"2016",0,"Total",68579,7303,"Census Tract 100.02, King County, WA","14000US53033010002"
2016,"2016",0,"Total",59193,6040,"Census Tract 101, King County, WA","14000US53033010100"
2016,"2016",0,"Total",92714,10465,"Census Tract 102, King County, WA","14000US53033010200"
2016,"2016",0,"Total",58321,9153,"Census Tract 103, King County, WA","14000US53033010300"
2016,"2016",0,"Total",58958,12504,"Census Tract 104.01, King County, WA","14000US53033010401"
2016,"2016",0,"Total",80931,12401,"Census Tract 104.02, King County, WA","14000US53033010402"
2016,"2016",0,"Total",71535,10075,"Census Tract 105, King County, WA","14000US53033010500"
2016,"2016",0,"Total",88320,11772,"Census Tract 106, King County, WA","14000US53033010600"
2016,"2016",0,"Total",59493,3554,"Census Tract 107.01, King County, WA","14000US53033010701"
2016,"2016",0,"Total",41951,7410,"Census Tract 107.02, King County, WA","14000US53033010702"
2016,"2016",0,"Total",80618,6760,"Census Tract 108, King County, WA","14000US53033010800"
2016,"2016",0,"Total",60128,19503,"Census Tract 109, King County, WA","14000US53033010900"
2016,"2016",0,"Total",23904,6580,"Census Tract 110.01, King County, WA","14000US53033011001"
2016,"2016",0,"Total",50259,10201,"Census Tract 110.02, King County, WA","14000US53033011002"
2016,"2016",0,"Total",51907,4408,"Census Tract 111.01, King County, WA","14000US53033011101"
2016,"2016",0,"Total",61593,13929.000000000002,"Census Tract 111.02, King County, WA","14000US53033011102"
2016,"2016",0,"Total",47600,10206,"Census Tract 113, King County, WA","14000US53033011300"
2016,"2016",0,"Total",58241,7343,"Census Tract 114.01, King County, WA","14000US53033011401"
2016,"2016",0,"Total",49014,3932,"Census Tract 114.02, King County, WA","14000US53033011402"
2016,"2016",0,"Total",83457,9962,"Census Tract 115, King County, WA","14000US53033011500"
2016,"2016",0,"Total",111426,10900,"Census Tract 116, King County, WA","14000US53033011600"
2016,"2016",0,"Total",65772,13093,"Census Tract 117, King County, WA","14000US53033011700"
2016,"2016",0,"Total",44599,8406,"Census Tract 118, King County, WA","14000US53033011800"
2016,"2016",0,"Total",70655,8762,"Census Tract 119, King County, WA","14000US53033011900"
2016,"2016",0,"Total",90688,10393,"Census Tract 120, King County, WA","14000US53033012000"
2016,"2016",0,"Total",113958,17493,"Census Tract 121, King County, WA","14000US53033012100"
2015,"2015",0,"Total",44951,7894.999999999999,"Census Tract 1, King County, WA","14000US53033000100"
2015,"2015",0,"Total",56208,9564,"Census Tract 2, King County, WA","14000US53033000200"
2015,"2015",0,"Total",64297,17385,"Census Tract 3, King County, WA","14000US53033000300"
2015,"2015",0,"Total",32472,2474,"Census Tract 4.01, King County, WA","14000US53033000401"
2015,"2015",0,"Total",62726,5942,"Census Tract 4.02, King County, WA","14000US53033000402"
2015,"2015",0,"Total",125400,18158,"Census Tract 5, King County, WA","14000US53033000500"
2015,"2015",0,"Total",60131,6300,"Census Tract 6, King County, WA","14000US53033000600"
2015,"2015",0,"Total",51741,7235,"Census Tract 7, King County, WA","14000US53033000700"
2015,"2015",0,"Total",87222,15006.000000000002,"Census Tract 8, King County, WA","14000US53033000800"
2015,"2015",0,"Total",125109,17335,"Census Tract 9, King County, WA","14000US53033000900"
2015,"2015",0,"Total",69643,13439,"Census Tract 10, King County, WA","14000US53033001000"
2015,"2015",0,"Total",64549,15701,"Census Tract 11, King County, WA","14000US53033001100"
2015,"2015",0,"Total",31863,7656,"Census Tract 12, King County, WA","14000US53033001200"
2015,"2015",0,"Total",56744,12208,"Census Tract 13, King County, WA","14000US53033001300"
2015,"2015",0,"Total",72428,14501,"Census Tract 14, King County, WA","14000US53033001400"
2015,"2015",0,"Total",95927,16926,"Census Tract 15, King County, WA","14000US53033001500"
2015,"2015",0,"Total",96193,12747,"Census Tract 16, King County, WA","14000US53033001600"
2015,"2015",0,"Total",65188,5786,"Census Tract 17.01, King County, WA","14000US53033001701"
2015,"2015",0,"Total",62786,8108,"Census Tract 17.02, King County, WA","14000US53033001702"
2015,"2015",0,"Total",87159,21997,"Census Tract 18, King County, WA","14000US53033001800"
2015,"2015",0,"Total",61391,7505,"Census Tract 19, King County, WA","14000US53033001900"
2015,"2015",0,"Total",80400,9199,"Census Tract 20, King County, WA","14000US53033002000"
2015,"2015",0,"Total",85759,6801,"Census Tract 21, King County, WA","14000US53033002100"
2015,"2015",0,"Total",132981,22552,"Census Tract 22, King County, WA","14000US53033002200"
2015,"2015",0,"Total",103917,14557,"Census Tract 24, King County, WA","14000US53033002400"
2015,"2015",0,"Total",101413,7032.000000000001,"Census Tract 25, King County, WA","14000US53033002500"
2015,"2015",0,"Total",91458,17972,"Census Tract 26, King County, WA","14000US53033002600"
2015,"2015",0,"Total",111661,11346,"Census Tract 27, King County, WA","14000US53033002700"
2015,"2015",0,"Total",90568,24812,"Census Tract 28, King County, WA","14000US53033002800"
2015,"2015",0,"Total",103750,9857,"Census Tract 29, King County, WA","14000US53033002900"
2015,"2015",0,"Total",90789,11747,"Census Tract 30, King County, WA","14000US53033003000"
2015,"2015",0,"Total",101397,8048,"Census Tract 31, King County, WA","14000US53033003100"
2015,"2015",0,"Total",79681,9164,"Census Tract 32, King County, WA","14000US53033003200"
2015,"2015",0,"Total",85595,12635,"Census Tract 33, King County, WA","14000US53033003300"
2015,"2015",0,"Total",97500,15548,"Census Tract 34, King County, WA","14000US53033003400"
2015,"2015",0,"Total",81563,5284,"Census Tract 35, King County, WA","14000US53033003500"
2015,"2015",0,"Total",65172,7113,"Census Tract 36, King County, WA","14000US53033003600"
2015,"2015",0,"Total",96310,14970,"Census Tract 38, King County, WA","14000US53033003800"
2015,"2015",0,"Total",110458,20746,"Census Tract 39, King County, WA","14000US53033003900"
2015,"2015",0,"Total",75714,15036.999999999998,"Census Tract 40, King County, WA","14000US53033004000"
2015,"2015",0,"Total",132917,22620,"Census Tract 41, King County, WA","14000US53033004100"
2015,"2015",0,"Total",110091,6578,"Census Tract 42, King County, WA","14000US53033004200"
2015,"2015",0,"Total",64797,11621,"Census Tract 43.01, King County, WA","14000US53033004301"
2015,"2015",0,"Total",18908,5464,"Census Tract 43.02, King County, WA","14000US53033004302"
2015,"2015",0,"Total",50500,11166,"Census Tract 44, King County, WA","14000US53033004400"
2015,"2015",0,"Total",88914,11002,"Census Tract 45, King County, WA","14000US53033004500"
2015,"2015",0,"Total",113906,15658,"Census Tract 46, King County, WA","14000US53033004600"
2015,"2015",0,"Total",72396,9071,"Census Tract 47, King County, WA","14000US53033004700"
2015,"2015",0,"Total",93155,14905,"Census Tract 48, King County, WA","14000US53033004800"
2015,"2015",0,"Total",71809,3845.0000000000005,"Census Tract 49, King County, WA","14000US53033004900"
2015,"2015",0,"Total",65625,7844.999999999999,"Census Tract 50, King County, WA","14000US53033005000"
2015,"2015",0,"Total",99083,13277,"Census Tract 51, King County, WA","14000US53033005100"
2015,"2015",0,"Total",38487,12881,"Census Tract 52, King County, WA","14000US53033005200"
2015,"2015",0,"Total",12269,2829,"Census Tract 53.01, King County, WA","14000US53033005301"
2015,"2015",0,"Total",84728,13098,"Census Tract 54, King County, WA","14000US53033005400"
2015,"2015",0,"Total",157292,12591,"Census Tract 56, King County, WA","14000US53033005600"
2015,"2015",0,"Total",90951,14640,"Census Tract 57, King County, WA","14000US53033005700"
2015,"2015",0,"Total",66563,8712,"Census Tract 58.01, King County, WA","14000US53033005801"
2015,"2015",0,"Total",62639,15146.999999999998,"Census Tract 58.02, King County, WA","14000US53033005802"
2015,"2015",0,"Total",87667,14213,"Census Tract 59, King County, WA","14000US53033005900"
2015,"2015",0,"Total",96538,25280,"Census Tract 60, King County, WA","14000US53033006000"
2015,"2015",0,"Total",76980,6797,"Census Tract 61, King County, WA","14000US53033006100"
2015,"2015",0,"Total",131429,7671,"Census Tract 62, King County, WA","14000US53033006200"
2015,"2015",0,"Total",132000,33212,"Census Tract 63, King County, WA","14000US53033006300"
2015,"2015",0,"Total",154868,18436,"Census Tract 64, King County, WA","14000US53033006400"
2015,"2015",0,"Total",98617,14099.999999999998,"Census Tract 65, King County, WA","14000US53033006500"
2015,"2015",0,"Total",82154,14370,"Census Tract 66, King County, WA","14000US53033006600"
2015,"2015",0,"Total",88719,11259,"Census Tract 67, King County, WA","14000US53033006700"
2015,"2015",0,"Total",98750,21794,"Census Tract 68, King County, WA","14000US53033006800"
2015,"2015",0,"Total",100172,18632,"Census Tract 69, King County, WA","14000US53033006900"
2015,"2015",0,"Total",67572,13612,"Census Tract 70, King County, WA","14000US53033007000"
2015,"2015",0,"Total",74143,6457,"Census Tract 71, King County, WA","14000US53033007100"
2015,"2015",0,"Total",74559,15210,"Census Tract 72, King County, WA","14000US53033007200"
2015,"2015",0,"Total",76582,24664,"Census Tract 73, King County, WA","14000US53033007300"
2015,"2015",0,"Total",67834,10408,"Census Tract 74.01, King County, WA","14000US53033007401"
2015,"2015",0,"Total",41842,12239,"Census Tract 74.02, King County, WA","14000US53033007402"
2015,"2015",0,"Total",63419,7647,"Census Tract 75, King County, WA","14000US53033007500"
2015,"2015",0,"Total",68199,9540,"Census Tract 76, King County, WA","14000US53033007600"
2015,"2015",0,"Total",104632,12986,"Census Tract 77, King County, WA","14000US53033007700"
2015,"2015",0,"Total",137358,28368.000000000004,"Census Tract 78, King County, WA","14000US53033007800"
2015,"2015",0,"Total",57786,13106,"Census Tract 79, King County, WA","14000US53033007900"
2015,"2015",0,"Total",88068,6675,"Census Tract 80.01, King County, WA","14000US53033008001"
2015,"2015",0,"Total",37466,10562,"Census Tract 80.02, King County, WA","14000US53033008002"
2015,"2015",0,"Total",75531,12772,"Census Tract 81, King County, WA","14000US53033008100"
2015,"2015",0,"Total",56318,13566.000000000002,"Census Tract 82, King County, WA","14000US53033008200"
2015,"2015",0,"Total",49291,2646,"Census Tract 83, King County, WA","14000US53033008300"
2015,"2015",0,"Total",42339,8299,"Census Tract 84, King County, WA","14000US53033008400"
2015,"2015",0,"Total",29883,6556,"Census Tract 85, King County, WA","14000US53033008500"
2015,"2015",0,"Total",43375,6826,"Census Tract 86, King County, WA","14000US53033008600"
2015,"2015",0,"Total",56700,5993,"Census Tract 87, King County, WA","14000US53033008700"
2015,"2015",0,"Total",76524,6666,"Census Tract 88, King County, WA","14000US53033008800"
2015,"2015",0,"Total",79953,8201,"Census Tract 89, King County, WA","14000US53033008900"
2015,"2015",0,"Total",44571,10945,"Census Tract 90, King County, WA","14000US53033009000"
2015,"2015",0,"Total",29464,2866,"Census Tract 91, King County, WA","14000US53033009100"
2015,"2015",0,"Total",25625,8349,"Census Tract 92, King County, WA","14000US53033009200"
2015,"2015",0,"Total",70458,11946,"Census Tract 93, King County, WA","14000US53033009300"
2015,"2015",0,"Total",47737,8734,"Census Tract 94, King County, WA","14000US53033009400"
2015,"2015",0,"Total",81676,21068,"Census Tract 95, King County, WA","14000US53033009500"
2015,"2015",0,"Total",77808,10044,"Census Tract 96, King County, WA","14000US53033009600"
2015,"2015",0,"Total",82333,20735,"Census Tract 97.01, King County, WA","14000US53033009701"
2015,"2015",0,"Total",106319,17170,"Census Tract 97.02, King County, WA","14000US53033009702"
2015,"2015",0,"Total",71705,12424,"Census Tract 98, King County, WA","14000US53033009800"
2015,"2015",0,"Total",67277,11419,"Census Tract 99, King County, WA","14000US53033009900"
2015,"2015",0,"Total",51316,17659,"Census Tract 100.01, King County, WA","14000US53033010001"
2015,"2015",0,"Total",66458,4716,"Census Tract 100.02, King County, WA","14000US53033010002"
2015,"2015",0,"Total",59275,4354,"Census Tract 101, King County, WA","14000US53033010100"
